Brand_Key,Sector,Ads
dubai bank,Banking & finance,4
duke university,"Education, jobs & conferences",4
dumfries galloway regional council,"Government, trade & development",4
wingrove rogers,Other / unclassified,4
wirtschafts woche,Other / unclassified,4
wm sanderson son,Other / unclassified,4
darden,Other / unclassified,4
c j landen,Other / unclassified,4
tack organisation,Other / unclassified,4
takeda,Other / unclassified,4
amev,Other / unclassified,4
life long propelling pencil,Other / unclassified,4
lil,Other / unclassified,4
kidde,Other / unclassified,4
kidder peabody,Other / unclassified,4
lesser homes,Other / unclassified,4
caas,Other / unclassified,4
letraset international,Other / unclassified,4
dresdner rcm global investors,Banking & finance,4
data general a generation ahead,Technology & electronics,4
redstone telecom,Technology & electronics,4
bakelite xylonite,Other / unclassified,4
regent beverly wilshire,Other / unclassified,4
lease plan,Other / unclassified,4
leeds development,"Government, trade & development",4
cabletron systems,Technology & electronics,4
canary wharf development,"Government, trade & development",4
canning house,Other / unclassified,4
koc,Other / unclassified,4
korea national tourism,Air travel & hotels,4
dorking surrey,Other / unclassified,4
bailey bros swinfen,Other / unclassified,4
regione piemonte,Other / unclassified,4
reinsurance,Banking & finance,4
reliance systems,Technology & electronics,4
doubt,Other / unclassified,4
dravo,Other / unclassified,4
levant fair bari,Other / unclassified,4
lever brothers,Other / unclassified,4
dividend notices,Other / unclassified,4
dlj,Other / unclassified,4
korea trade promotion,"Government, trade & development",4
lark,Other / unclassified,4
larra cigars,Luxury & consumer goods,4
latin america,Other / unclassified,4
le figaro,Other / unclassified,4
amer group,Other / unclassified,4
remington typewriters,Other / unclassified,4
reporter,Other / unclassified,4
award,Other / unclassified,4
axa investment managers,Banking & finance,4
ring british road services,Other / unclassified,4
ring master,Other / unclassified,4
david charles,Other / unclassified,4
sunkyong,Other / unclassified,4
reuters television,Other / unclassified,4
revlon,Other / unclassified,4
b elliott,Other / unclassified,4
difc,Other / unclassified,4
differentis,Other / unclassified,4
dimen,Other / unclassified,4
world review,Media & publishing (incl. The Economist),4
world supplies of primary energy,"Energy, industry & materials",4
3rd industrial revolution,"Energy, industry & materials",4
world wide banking services,Banking & finance,4
republic aviation,Air travel & hotels,4
republic of cameroon,"Government, trade & development",4
bache securities,Banking & finance,4
republic of georgia,"Government, trade & development",4
republic of indonesia,"Government, trade & development",4
directory of united states importers,Other / unclassified,4
norwich building society,Other / unclassified,4
zanussi,Other / unclassified,4
yugoslavia insurance reinsurance,Banking & finance,4
delaware river port authority,"Government, trade & development",4
you have a friend at chase manhattan,Banking & finance,4
department of education science,"Education, jobs & conferences",4
department for education employment,"Education, jobs & conferences",4
richard ellis chartered surveyors,Other / unclassified,4
de la rue bull,Other / unclassified,4
deal,Other / unclassified,4
dean witter,Other / unclassified,4
dictograph telephones,Other / unclassified,4
dd lamson,Other / unclassified,4
kuwait hilton,Air travel & hotels,4
lancashire cotton,Other / unclassified,4
lancashire county council,"Government, trade & development",4
godfrey philips,Technology & electronics,4
goethe business school,"Education, jobs & conferences",4
gold card,Other / unclassified,4
goldsmiths silversmiths,Other / unclassified,4
united kingdom industrial support group,"Energy, industry & materials",4
united nations development programme,"Government, trade & development",4
government of new zealand,"Government, trade & development",4
government of united republic of tanzania,"Government, trade & development",4
aegon insurance group,Banking & finance,4
aei birlec,Other / unclassified,4
aei cables,Other / unclassified,4
gooch wagstaff,Other / unclassified,4
gordon capital,Banking & finance,4
sgs,Other / unclassified,4
sgs thomson,Other / unclassified,4
shannon ireland,Other / unclassified,4
zurich financial services,Banking & finance,3
intelsat,Other / unclassified,3
inter g,Other / unclassified,3
inter idex,Other / unclassified,3
zodiac,Other / unclassified,3
democratic popular republic of algeria,"Government, trade & development",3
den danske bank,Banking & finance,3
den danske landmandsbank,Other / unclassified,3
your information on export markets is incomplete without,"Government, trade & development",3
instituto bancario italiano,Other / unclassified,3
invest in america s cities,Banking & finance,3
interunion,Other / unclassified,3
investment analyst,Banking & finance,3
institute for saskatchewan enterprise,"Education, jobs & conferences",3
institute of international finance,Banking & finance,3
investment promotion division greater colombo economic commission,Banking & finance,3
investment usa,Banking & finance,3
invest in bavaria,Banking & finance,3
ipcorn,Other / unclassified,3
yarmouth group real estate investment advisors,Banking & finance,3
yale mba,"Education, jobs & conferences",3
yale towne manufacturing,Other / unclassified,3
yves saint laurent,Other / unclassified,3
youlovepaper,Other / unclassified,3
cgu,Other / unclassified,3
chairman s statememt,Other / unclassified,3
iphone,Other / unclassified,3
invitation for expressions of interest,Other / unclassified,3
investment,Banking & finance,3
insead executive education,"Education, jobs & conferences",3
irex,Other / unclassified,3
center for education in international management,"Education, jobs & conferences",3
irish university press,"Education, jobs & conferences",3
irl press,Media & publishing (incl. The Economist),3
department of regional economic expansion ontario,Other / unclassified,3
dent,Other / unclassified,3
xperia,Other / unclassified,3
x open,Other / unclassified,3
world wide,Other / unclassified,3
yorkshire bank,Banking & finance,3
yomiuri shimbun,Other / unclassified,3
iron steel board,"Energy, industry & materials",3
inspiration resources,Other / unclassified,3
irving skinner associates,Other / unclassified,3
census 1951,Other / unclassified,3
inscape,Other / unclassified,3
insead economist,Media & publishing (incl. The Economist),3
champagne irroy,Luxury & consumer goods,3
celebration cream,Other / unclassified,3
islamic financial institution,Banking & finance,3
isb,Other / unclassified,3
isc,Other / unclassified,3
isuzu,Other / unclassified,3
issue notice,Other / unclassified,3
36th year world wide service,Other / unclassified,3
world telecom directories,Technology & electronics,3
world today,Other / unclassified,3
world needs more of what allis chalmers makes,Other / unclassified,3
informers,Other / unclassified,3
isle of thanet building society,Other / unclassified,3
cegb film video library,Other / unclassified,3
celanese,Other / unclassified,3
celanese of america,Other / unclassified,3
ingersoll rand,Other / unclassified,3
ingerstedt publishing,Media & publishing (incl. The Economist),3
chambers s,Other / unclassified,3
chambers s encyclopaedia,Other / unclassified,3
infinium,Other / unclassified,3
inflation shelters,Other / unclassified,3
it s fisons for fertilizers,Other / unclassified,3
ced,Other / unclassified,3
istituto finanziario industriale,Other / unclassified,3
der spiegel,Other / unclassified,3
world record,Other / unclassified,3
world reporter from datasolve,Other / unclassified,3
world in 2013,Other / unclassified,3
defence matters,Other / unclassified,3
itautec,Other / unclassified,3
cazenove,Other / unclassified,3
italian grand hotels,Air travel & hotels,3
italian state tourist office,Air travel & hotels,3
it s very well made in taiwan,Other / unclassified,3
development finance of new zealand,Banking & finance,3
deutsche b rse,Banking & finance,3
500,Other / unclassified,3
50th prague international trade fair,"Government, trade & development",3
world,Other / unclassified,3
ivc,Other / unclassified,3
itf,Other / unclassified,3
itn,Other / unclassified,3
j l kier,Other / unclassified,3
j m dent sons,Other / unclassified,3
cau,Other / unclassified,3
cast 83,Other / unclassified,3
castle harlan,Other / unclassified,3
industrial oil fuels,"Energy, industry & materials",3
industrial promotion,"Energy, industry & materials",3
charities aid foundation,Other / unclassified,3
castrol,Other / unclassified,3
james a jobling,Other / unclassified,3
jakarta mandarin,Other / unclassified,3
jalcargo,Other / unclassified,3
industrial equity pacific,"Energy, industry & materials",3
case,Other / unclassified,3
jacques segard,Other / unclassified,3
jane s publishing,Media & publishing (incl. The Economist),3
industrial bank of japan international exhibition of audio equipment economist,Banking & finance,3
charge your glasses with duke of wellington sherry,Other / unclassified,3
japan air lines executive service,Air travel & hotels,3
jamuna multipurpose bridge project bangladesh government of uganda simpson piccadilly,"Government, trade & development",3
japan travel bureau,Air travel & hotels,3
jardines de las golondrinas marbella,Other / unclassified,3
carter parratt,Other / unclassified,3
carter ryder,Other / unclassified,3
japan s leading industrial bank,Banking & finance,3
jane s major companies 1974,Other / unclassified,3
india nepal,Other / unclassified,3
windsor essex county,Other / unclassified,3
wine,Luxury & consumer goods,3
dialectic press,Media & publishing (incl. The Economist),3
jewish chronicle,Other / unclassified,3
jeyes hygiene,Other / unclassified,3
jf pacific warrant s a,Other / unclassified,3
jcbank,Other / unclassified,3
jean lassale gen ve,Other / unclassified,3
jefferson wells,Other / unclassified,3
john bull woman illustrated,Other / unclassified,3
john carrington,Other / unclassified,3
jgc,Other / unclassified,3
john haig,Other / unclassified,3
john harvey sons,Other / unclassified,3
carlton,Other / unclassified,3
carlton tower london,Other / unclassified,3
william heinemann,Other / unclassified,3
dean dawson,Other / unclassified,3
johnnie walter,Other / unclassified,3
johns hopkins press,Media & publishing (incl. The Economist),3
johnson controls,Other / unclassified,3
john garrington sons,Other / unclassified,3
joseph e seagram sons,Other / unclassified,3
